18.152866 -88.8535 -105.095535 -74.203819 -19.42675
7.324841 60.509552 50.63694 38.8535 -5.095541
-98.407639 -71.019104 -48.089169 -26.751591 39.490444
96.496811 94.267509 2.547771 -84.394905 -131.847122
-91.082802 16.878981 10.828025 47.133755 53.503181
-58.598724 -82.802544 -138.216553 -45.222927 -93.630569
-53.821655 8.917197 100.955414 117.834389 101.910828
-52.229298 -64.331207 -151.27388 -121.974518 -139.171967
19.745222 107.961777 128.025467 97.133751 1.592357
-74.840759 -119.108276 -138.535034 -87.898087 -16.560509
33.757961 7.324841 35.668789 -9.55414 0
-43.630573 -108.280251 -106.050949 -33.757961 40.127388
54.140125 3.821656 -56.050953 -63.694267 -47.770699
-55.414009 -119.108276 -94.585983 38.8535 59.554138
51.273884 141.082794 85.987259 -11.146497 -74.522293
-149.363052 -139.808914 -105.732483 -57.643311 -17.197453
-11.464968 42.038216 111.146492 47.133755 -19.42675
-59.554138 -96.815285 -108.917191 -111.146492 -34.076431
49.681526 150.318466 164.649673 66.878975 -67.197449
-143.949036 -176.433121 -138.216553 -68.152863 -30.891718
35.031845 21.33758 35.350319 39.171974 -17.515923
-108.598724 -129.936295 -89.49044 -81.84713 -6.050955
-9.55414 134.076431 138.216553 122.292992 54.777069
-55.414009 -104.777069 -92.356682 -122.929932 -125.796173
-79.299362 -30.573248 52.866241 54.140125 35.031845
76.433121 132.48407 115.286621 7.961783 -92.356682
-164.012726 -171.974518 -120.382164 -89.49044 -18.471336
40.764328 76.433121 127.388535 61.146496 -133.121017
-188.535019 -88.21656 -72.929932 20.700636 24.203821
54.458595 119.108276 21.65605 -14.33121 -74.522293
-131.528656 -53.184711 -107.643311 -57.961781 -1.910828
5.095541 42.356686 -1.592357 43.949043 88.8535
-16.560509 -175.159225 -146.178345 -119.108276 -130.573242
-49.363056 41.719746 79.936302 28.343948 35.668789
-50.955414 -135.031845 -146.815277 -160.191071 -121.337578
26.433121 138.216553 194.904449 158.280243 76.433121
-61.783436 -77.707001 -209.554138 -146.178345 -121.974518
-42.038216 58.598724 89.49044 44.904457 41.401272
