-29.937792 -132.970444 -146.578537 -56.765163 -24.88336
12.052877 24.494556 25.660963 18.273716 -65.707619
-197.122864 -72.317261 -61.430794 -70.762054 10.497667
125.972008 110.808708 -5.443235 -138.80249 -174.961121
-156.687408 -48.989113 -0.777605 95.645409 80.482117
-39.657852 -91.368584 -220.06221 -116.640747 -169.517883
-94.867805 18.662519 95.645409 134.914459 126.749611
-54.432346 -115.474335 -232.503891 -159.797821 -155.132187
-43.157074 108.08709 151.244171 148.522552 31.104198
-107.309486 -234.8367 -199.455673 -132.192841 -59.097977
15.163297 -2.332815 3.888025 -57.153965 -43.545879
-39.269051 -129.471222 -144.634521 -83.203735 66.485222
75.816483 -4.276827 -93.701401 -77.760498 -64.541214
-98.367027 -171.07309 -158.631409 27.993778 13.219284
37.71384 162.13063 125.583206 -17.107309 -104.587868
-164.852249 -171.461899 -169.906693 -120.139969 -35.769829
21.77294 82.814926 120.917572 40.824261 -57.153965
-83.203735 -188.958008 -199.455673 -132.192841 -108.864693
0.777605 134.914459 189.346817 108.08709 -36.15863
-212.286163 -199.066879 -203.343704 -134.525665 -74.650078
45.489891 75.427681 113.530327 79.704506 13.219284
-141.912903 -185.458786 -182.737167 -173.794708 -87.48056
-25.272161 104.199066 121.695175 111.975113 39.269051
-57.153965 -133.748062 -181.181961 -169.906693 -202.954895
-149.68895 -96.811821 24.88336 103.032661 80.093315
110.031105 173.017105 120.917572 8.942457 -187.402802
-288.491455 -231.337479 -147.35614 -69.595642 -7.387247
40.046658 57.931572 106.143082 96.811821 -179.626755
-239.891129 -76.205284 -92.92379 26.827372 94.090202
65.318817 101.088646 -5.054432 -44.323483 -107.309486
-274.105743 -98.755829 -169.517883 -120.917572 -38.102642
18.273716 45.878693 27.216173 62.597198 125.583206
-59.486778 -252.721619 -218.507004 -121.306374 -101.477448
-21.384136 35.381027 92.534988 77.371696 54.821152
-109.642303 -215.785385 -211.119751 -190.513214 -144.634521
-13.219284 122.472786 162.13063 117.029549 46.267494
-57.153965 -112.752724 -214.618973 -153.96579 -124.027992
-62.208397 -6.22084 52.099533 43.934681 1.166407
38.102642 7.77605 -120.917572 -178.849136 -149.68895
-90.202179 -8.942457 -11.664075 107.698288 180.793152
156.687408 150.077759 54.821152 -223.172623 -195.956451
-177.29393 -160.964233 -111.586311 -5.832037 57.542767
112.752724 149.300156 76.205284 -76.594086 -221.617416
-235.614304 -241.835144 -33.04821 44.712284 134.136856
150.855362 52.488335 -16.718508 -111.586311 -269.828918
-266.329712 -159.797821 -92.92379 -56.765163 25.272161
-1.166407 23.32815 -5.832037 -132.192841 -243.39035
-244.945572 -215.785385 -122.861588 -17.496111 41.213062
95.256607 80.482117 101.477448 111.586311 6.22084
-94.090202 -94.090202 -188.958008 -163.685852 -175.349915
-20.606531 20.21773 29.548988 66.09642 99.922241
38.880249 -36.547432 -80.093315 -116.640747 -261.275269
-197.511658 -116.251945 -44.323483 81.25972 173.017105
177.29393 136.858475 -26.827372 -73.094864 -122.861588
-157.465012 -266.718506 -154.354584 -151.632965 -116.640747
-8.164852 25.272161 69.595642 139.968887 107.309486
139.580093 22.939346 38.102642 -176.127533 -207.620529
-68.818039 -99.53344 -76.205284 42.379471 72.317261
64.541214 73.094864 112.363914 61.041988 29.160187
10.108865 -144.245728 -212.286163 -115.474335 -152.799377
-120.917572 -45.489891 4.66563 53.654743 71.928459
33.04821 -44.323483 -231.726288 -268.662506 -262.052887
-300.544312 -155.132187 49.377914 12.052877 16.329704
72.317261 -26.049767 -41.990669 -109.253502 -139.968887
